Category,MeetID,MeetCountry,MeetState,MeetTown,MeetName,Name,Age,Sex,LiftKg,MeetYear
Best Deadlift,6,USA,GA,Martinez,New Year Challenge,Wesley Wright,37.0,M,308.44,2017
Best Deadlift,7021,USA,GA,Atlanta,Raw Nationals 2016,Jaisyn Mike,,M,330.0,2016
Best Deadlift,7707,USA,GA,Lithia Springs,Biggest Deadlift in the South,Tee Meyers,57.0,M,322.5,2013
Best Deadlift,5544,USA,GA,,Body by George Mini Meet,Chris Murdock,,M,204.12,2012
Best Deadlift,5460,USA,GA,,Body by George Mini Meet,George Herring,,M,342.46,2010
Best Deadlift,1286,USA,GA,Athens,GPA World Championships 2015,Saul Salazar,,M,275.0,2015
Best Deadlift,55,USA,GA,Gainesville,15th Annual Nationals,Jerry Crow,,M,190.0,2017
Best Deadlift,6491,USA,GA,Atlanta,2015 Military Nationals,Michael Cantrell,62.0,M,175.0,2015
Best Deadlift,56,USA,GA,Gainesville,Georgia State Championships,LB Baker,,M,140.0,2017
Best Deadlift,5630,USA,GA,Loganville,Body By George Mini Meet,Jim Hall,,M,185.97,2014
Best Deadlift,1286,USA,GA,Athens,GPA World Championships 2015,Ernesto Milian,,M,150.0,2015
Best Deadlift,7011,USA,GA,,2015 Collegiate Nationals,Matt Sohmer,,M,327.5,2015
Best Deadlift,1286,USA,GA,Athens,GPA World Championships 2015,Khamaali Rowan,,M,175.0,2015
Best Bench,5689,USA,GA,Loganville,Body By George Mini Meet,Nate Matthews,56.0,M,190.51,2015
Best Bench,5630,USA,GA,Loganville,Body By George Mini Meet,Rufus Maddox,,M,136.08,2014
Best Bench,6696,USA,GA,,Georgia State Championships,John Mason,50.5,M,192.5,2017
Best Bench,55,USA,GA,Gainesville,15th Annual Nationals,Tim Moon,,M,350.0,2017
Best Bench,1286,USA,GA,Athens,GPA World Championships 2015,Bill Deyette,,M,210.0,2015
Best Bench,55,USA,GA,Gainesville,15th Annual Nationals,Zachary Patton,,M,192.5,2017
Best Bench,6491,USA,GA,Atlanta,2015 Military Nationals,Nelly Mercado,20.0,F,45.0,2015
Best Bench,5630,USA,GA,Loganville,Body By George Mini Meet,Ricky Durden,,M,45.36,2014
Best Bench,6687,USA,GA,,Georgia Spring Open,Daniel Hester,,M,120.0,2016
Best Bench,1286,USA,GA,Athens,GPA World Championships 2015,Gary Hatfield,,M,191.0,2015
Best Bench,6689,USA,GA,,Summer Showdown,Brandon Maddox,,M,192.5,2016
Best Deadlift,55,USA,GA,Gainesville,15th Annual Nationals,Zachary Patton,,M,272.5,2017
Best Deadlift,5354,USA,GA,LaFayette,Georgia State Push/Pull Championship,Trey Gillespie,,M,92.99,2007
Best Deadlift,55,USA,GA,Gainesville,15th Annual Nationals,Bradley Flowers,,M,235.0,2017
Best Deadlift,6669,USA,GA,,2013 GA Spring Open,Deron Rogers,,M,270.0,2013
Best Deadlift,6699,USA,GA,,Dirty South Bench Press and Deadlift Challenge,Dale McLaren,40.5,M,300.0,2017
Best Bench,56,USA,GA,Gainesville,Georgia State Championships,George Matthews,,M,101.0,2017
Best Bench,6691,USA,GA,,Explosive Mechanics Day of Mayhem,William Thacker,,M,180.0,2016
Best Bench,6695,USA,GA,,Georgia High School State Championships,T.J. Adams,17.5,M,160.0,2017
Best Deadlift,7021,USA,GA,Atlanta,Raw Nationals 2016,Grant Higa,,M,325.0,2016
Best Deadlift,7021,USA,GA,Atlanta,Raw Nationals 2016,Ray Williams,,M,383.0,2016
Best Deadlift,6696,USA,GA,,Georgia State Championships,Jeffrey Bigham,40.5,M,292.5,2017
Best Deadlift,7021,USA,GA,Atlanta,Raw Nationals 2016,Crayton Taylor,,M,227.5,2016
Best Deadlift,5689,USA,GA,Loganville,Body By George Mini Meet,Jim Hall,72.0,M,183.7,2015
Best Deadlift,1286,USA,GA,Athens,GPA World Championships 2015,Marcelo Schneider,,M,260.0,2015
Best Deadlift,1286,USA,GA,Athens,GPA World Championships 2015,Terrence Titus,,M,325.0,2015
Best Deadlift,1286,USA,GA,Athens,GPA World Championships 2015,Luynh Ho-Bui,,F,165.0,2015
Best Deadlift,5447,USA,GA,,Georgia State Championship,Corley Mosley,,M,283.5,2010
Best Deadlift,1286,USA,GA,Athens,GPA World Championships 2015,John Rowland,,M,290.0,2015
Best Deadlift,6491,USA,GA,Atlanta,2015 Military Nationals,Austin Sutton,29.0,M,310.0,2015
Best Deadlift,1286,USA,GA,Athens,GPA World Championships 2015,Aaron Carley,,M,217.5,2015
Best Deadlift,5570,USA,GA,,Southeastern States,Mark Ferris,,M,326.59,2013
Best Deadlift,6682,USA,GA,,Summer Showdown,Garrett Bailey,,M,335.0,2015
Best Deadlift,6491,USA,GA,Atlanta,2015 Military Nationals,Christine Pinkney,45.0,F,95.0,2015
Best Bench,1286,USA,GA,Athens,GPA World Championships 2015,Wulff Breitsameter,,M,122.5,2015
Best Bench,5527,USA,GA,,Georgia State Powerlifting and Bench Press Championship,Joe DeVerville,,M,213.19,2012
Best Bench,55,USA,GA,Gainesville,15th Annual Nationals,Jason Banks,,M,215.0,2017
Best Bench,6491,USA,GA,Atlanta,2015 Military Nationals,Catherine Taylor,,F,60.0,2015
Best Squat,1286,USA,GA,Athens,GPA World Championships 2015,Saul Salazar,,M,262.5,2015
Best Squat,6675,USA,GA,,Georgia Spring Open,Mike Mastrean,,M,370.0,2014
Best Squat,6682,USA,GA,,Summer Showdown,Ray Williams,,M,415.0,2015
Best Squat,6696,USA,GA,,Georgia State Championships,Charles Moss,52.5,M,212.5,2017
Best Bench,6691,USA,GA,,Explosive Mechanics Day of Mayhem,Dillon Ramsey,,M,52.5,2016
Best Bench,5689,USA,GA,Loganville,Body By George Mini Meet,Edith Mason,68.0,M,52.16,2015
Best Bench,1286,USA,GA,Athens,GPA World Championships 2015,Irving Scott,,M,178.0,2015
Best Bench,5354,USA,GA,LaFayette,Georgia State Push/Pull Championship,John Bible,,M,204.12,2007
Best Deadlift,5508,USA,GA,,Body by George Mini Meet,Khamaali Rowan,,M,195.04,2011
Best Deadlift,5612,USA,GA,Warner Robbins,Mid-Georgia Mayhem,Tyler Nobles,,M,317.51,2014
Best Deadlift,7637,USA,GA,Lithia Springs,Dirty South Powerlifting,Monique Jackson,41.0,F,183.5,2013
Best Deadlift,6682,USA,GA,,Summer Showdown,Jeffery Sylvester,,M,310.0,2015
Best Deadlift,6689,USA,GA,,Summer Showdown,Perry Ellis Jr,,M,340.0,2016
Best Deadlift,6696,USA,GA,,Georgia State Championships,Charles Moss,52.5,M,215.0,2017
Best Deadlift,7021,USA,GA,Atlanta,Raw Nationals 2016,Ashton Rouska,,M,327.5,2016
Best Deadlift,5555,USA,GA,,Ox Mover Lift,James Searcy,,M,362.87,2013
Best Deadlift,6683,USA,GA,,Powerlifting For Pups,Sarah Huckleby,,F,77.5,2015
Best Deadlift,6491,USA,GA,Atlanta,2015 Military Nationals,Ken Bray,45.0,M,265.0,2015
Best Deadlift,5447,USA,GA,,Georgia State Championship,Malik Early,,M,124.74,2010
Best Deadlift,5354,USA,GA,LaFayette,Georgia State Push/Pull Championship,Matt Smith,,M,183.7,2007
Best Deadlift,6491,USA,GA,Atlanta,2015 Military Nationals,Donald Bigham,42.0,M,277.5,2015
Best Deadlift,7707,USA,GA,Lithia Springs,Biggest Deadlift in the South,Orlando Green,37.0,M,382.5,2013
Best Deadlift,6704,USA,GA,,Atlanta Winter Smash,Jordan Mershimer,17.5,M,220.0,2018
Best Bench,5630,USA,GA,Loganville,Body By George Mini Meet,Timothy Thompson,,M,133.81,2014
Best Bench,6688,USA,GA,,Lift for Life,Zachary Sprenkle,,M,202.5,2016
Best Deadlift,5630,USA,GA,Loganville,Body By George Mini Meet,Rick Padgett,,M,297.1,2014
Best Deadlift,5350,USA,GA,Loganville,Monster Mania Push/Pull,Jason Banks,,M,317.51,2017
Best Deadlift,6491,USA,GA,Atlanta,2015 Military Nationals,Catherine Taylor,,F,137.5,2015
Best Deadlift,56,USA,GA,Gainesville,Georgia State Championships,Keith King,,M,240.0,2017
Best Deadlift,5555,USA,GA,,Ox Mover Lift,Tee Myers,,M,322.05,2013
Best Deadlift,6682,USA,GA,,Summer Showdown,Garrett Bailey,,M,330.0,2015
Best Deadlift,6673,USA,GA,,Border Bash,William Currence,,M,265.0,2013
Best Deadlift,5689,USA,GA,Loganville,Body By George Mini Meet,Rick Padgett,49.0,M,285.76,2015
Best Deadlift,5394,USA,GA,Trion,Georgia State Push/Pull Championship,Jason Mallett,,M,249.48,2009
Best Deadlift,5447,USA,GA,,Georgia State Championship,Khamaali Rowan,,M,192.78,2010
Best Deadlift,6491,USA,GA,Atlanta,2015 Military Nationals,Nelly Mercado,20.0,F,117.5,2015
Best Deadlift,7021,USA,GA,Atlanta,Raw Nationals 2016,Sydney Rivera,,F,85.0,2016
Best Bench,7021,USA,GA,Atlanta,Raw Nationals 2016,Jamey Grotjahn,,M,230.0,2016
Best Bench,6491,USA,GA,Atlanta,2015 Military Nationals,Christine Pinkney,45.0,F,52.5,2015
Best Bench,5689,USA,GA,Loganville,Body By George Mini Meet,Devin Wiggins,20.0,M,297.1,2015
Best Bench,5630,USA,GA,Loganville,Body By George Mini Meet,Tim Moon,,M,331.12,2014
Best Bench,1286,USA,GA,Athens,GPA World Championships 2015,Garry Glenn,,M,148.0,2015
Best Bench,7011,USA,GA,,2015 Collegiate Nationals,Stephen King,,M,312.5,2015
Best Bench,5612,USA,GA,Warner Robbins,Mid-Georgia Mayhem,Jim Hall,,M,156.49,2014
Best Bench,5630,USA,GA,Loganville,Body By George Mini Meet,Jim Hall,,M,156.49,2014
Best Bench,5689,USA,GA,Loganville,Body By George Mini Meet,Jim Hall,72.0,M,149.69,2015
Best Deadlift,5423,USA,GA,,Body by George Mini Meet,Khamalali Rowam,,M,181.44,2009
Best Deadlift,6685,USA,GA,,Georgia & Southern States,Alex Yelverton,,M,227.5,2015
Best Deadlift,5689,USA,GA,Loganville,Body By George Mini Meet,Nate Matthews,56.0,M,283.5,2015
Best Deadlift,6,USA,GA,Martinez,New Year Challenge,Anthony Chandler,25.0,M,324.32,2017
Best Deadlift,6700,USA,GA,,5 Bar Showdown,Garrett Bailey,24.5,M,355.0,2017
Best Deadlift,7021,USA,GA,Atlanta,Raw Nationals 2016,Anthony Harris,,M,342.5,2016
Best Deadlift,6,USA,GA,Martinez,New Year Challenge,Tom Bowman,61.0,M,124.74,2017
Best Deadlift,56,USA,GA,Gainesville,Georgia State Championships,Garry Glenn,,M,170.0,2017
Best Deadlift,7021,USA,GA,Atlanta,Raw Nationals 2016,Nicholas Sokoya,,M,287.5,2016
Best Deadlift,6691,USA,GA,,Explosive Mechanics Day of Mayhem,Dillon Ramsey,,M,115.0,2016
Best Squat,6680,USA,GA,,2014 GA & Southern States BP & PL Championships,Matt Sohmer,,M,365.0,2014
Best Squat,5269,USA,GA,Gray,Flex Classic,Jim Benson,,M,521.63,2016
Best Squat,1286,USA,GA,Athens,GPA World Championships 2015,Steve Kylis,,M,215.0,2015
Best Squat,6491,USA,GA,Atlanta,2015 Military Nationals,Ron Doiron,47.0,M,192.5,2015
Best Bench,6682,USA,GA,,Summer Showdown,Michael Price,,M,215.0,2015
Best Bench,7021,USA,GA,Atlanta,Raw Nationals 2016,Blaine Wilson,,M,182.5,2016
Best Bench,5630,USA,GA,Loganville,Body By George Mini Meet,Zak Layfield,,M,81.65,2014
Best Bench,5579,USA,GA,,15th Annual Body by George Mini Meet,Gary Hatfield,,M,244.94,2013
Best Bench,6491,USA,GA,Atlanta,2015 Military Nationals,Ron Doiron,47.0,M,160.0,2015
Best Bench,5544,USA,GA,,Body by George Mini Meet,Chris Murdock,,M,181.44,2012
Best Bench,7014,USA,GA,,SE States BP,Mickey Glasco,,M,160.0,2015
Best Bench,5468,USA,GA,,Georgia State Championship,Chandler Wiggins,,M,45.36,2011
Best Bench,6704,USA,GA,,Atlanta Winter Smash,Andrew Cargill,15.5,M,90.0,2018
Best Squat,6491,USA,GA,Atlanta,2015 Military Nationals,Anthony Calhoun,55.0,M,187.5,2015
Best Squat,6,USA,GA,Martinez,New Year Challenge,Anthony Chandler,25.0,M,272.16,2017
Best Squat,7021,USA,GA,Atlanta,Raw Nationals 2016,Ray Williams,,M,456.0,2016
Best Squat,6491,USA,GA,Atlanta,2015 Military Nationals,Nelly Mercado,20.0,F,87.5,2015
Best Bench,5630,USA,GA,Loganville,Body By George Mini Meet,Matthew Day,,M,99.79,2014
Best Bench,6698,USA,GA,,2017 Atlanta Women's Open,Christie Zunker,43.5,F,52.5,2017
Best Bench,1286,USA,GA,Athens,GPA World Championships 2015,Mason Roberts,,M,117.5,2015
Best Bench,55,USA,GA,Gainesville,15th Annual Nationals,Jerry Crow,,M,100.0,2017
Best Bench,6491,USA,GA,Atlanta,2015 Military Nationals,Michael Cantrell,62.0,M,137.5,2015
Best Bench,6491,USA,GA,Atlanta,2015 Military Nationals,Anthony Calhoun,55.0,M,130.0,2015
Best Squat,6696,USA,GA,,Georgia State Championships,Aric Yelverton,16.5,M,277.5,2017
Best Bench,7021,USA,GA,Atlanta,Raw Nationals 2016,Nicholas Sokoya,,M,180.0,2016
Best Bench,5354,USA,GA,LaFayette,Georgia State Push/Pull Championship,Richard Sims Jr,,M,129.27,2007
Best Bench,6491,USA,GA,Atlanta,2015 Military Nationals,Robert Geyer,45.0,M,135.0,2015
Best Bench,1286,USA,GA,Athens,GPA World Championships 2015,Chalres Levinge,,M,118.0,2015
Best Bench,55,USA,GA,Gainesville,15th Annual Nationals,Joey Murphy,,M,260.0,2017
Best Bench,1286,USA,GA,Athens,GPA World Championships 2015,Saul Salazar,,M,155.0,2015
Best Bench,5527,USA,GA,,Georgia State Powerlifting and Bench Press Championship,David Wiggins,,M,301.64,2012
Best Bench,1286,USA,GA,Athens,GPA World Championships 2015,Chris Dimeo,,M,170.0,2015
Best Bench,5394,USA,GA,Trion,Georgia State Push/Pull Championship,Gerold Lambdin,,M,113.4,2009
Best Bench,6699,USA,GA,,Dirty South Bench Press and Deadlift Challenge,Justin Shepherd,38.5,M,245.0,2017
Best Bench,5269,USA,GA,Gray,Flex Classic,Henry Mincey,,M,226.8,2016
Best Bench,7021,USA,GA,Atlanta,Raw Nationals 2016,Andy Askow,,M,225.0,2016
Best Bench,6,USA,GA,Martinez,New Year Challenge,Anthony Chandler,25.0,M,206.38,2017
Best Bench,55,USA,GA,Gainesville,15th Annual Nationals,George Matthews,,M,101.0,2017
Best Bench,5689,USA,GA,Loganville,Body By George Mini Meet,John Collier,48.0,M,195.04,2015
Best Bench,6491,USA,GA,Atlanta,2015 Military Nationals,Donald Bigham,42.0,M,157.5,2015
Best Squat,6687,USA,GA,,Georgia Spring Open,Daniel Hester,,M,157.5,2016
Best Squat,6700,USA,GA,,5 Bar Showdown,Perry Ellis Jr,35.5,M,347.5,2017
Best Squat,6491,USA,GA,Atlanta,2015 Military Nationals,Catherine Taylor,,F,82.5,2015
Best Bench,7637,USA,GA,Lithia Springs,Dirty South Powerlifting,Maxine Fredericks,66.0,F,37.5,2013
Best Bench,6704,USA,GA,,Atlanta Winter Smash,Katherine Cargill,12.5,F,35.0,2018
Best Bench,7021,USA,GA,Atlanta,Raw Nationals 2016,Jaisyn Mike,,M,260.0,2016
Best Bench,7021,USA,GA,Atlanta,Raw Nationals 2016,Sydney Rivera,,F,40.0,2016
Best Bench,6699,USA,GA,,Dirty South Bench Press and Deadlift Challenge,Andrew Sellers,22.5,M,195.0,2017
Best Bench,5354,USA,GA,LaFayette,Georgia State Push/Pull Championship,Chester Wooten,,M,172.37,2007
Best Bench,5447,USA,GA,,Georgia State Championship,Louthez Wyatt,,M,72.57,2010
Best Bench,5354,USA,GA,LaFayette,Georgia State Push/Pull Championship,Jabali Brown,,M,165.56,2007
Best Bench,5630,USA,GA,Loganville,Body By George Mini Meet,Ron Proctor,,M,149.69,2014
Best Bench,56,USA,GA,Gainesville,Georgia State Championships,Garry Glenn,,M,142.5,2017
Best Bench,1286,USA,GA,Athens,GPA World Championships 2015,Davey Lloyd,,M,115.0,2015
Best Bench,6,USA,GA,Martinez,New Year Challenge,Wesley Wright,37.0,M,197.31,2017
Best Squat,5447,USA,GA,,Georgia State Championship,Malik Early,,M,102.06,2010
Best Squat,7637,USA,GA,Lithia Springs,Dirty South Powerlifting,Maxine Fredericks,66.0,F,50.0,2013
Best Squat,6491,USA,GA,Atlanta,2015 Military Nationals,Robert Geyer,45.0,M,195.0,2015
Best Squat,6696,USA,GA,,Georgia State Championships,Jeffrey Bigham,40.5,M,265.0,2017
Best Squat,6673,USA,GA,,Border Bash,William Currence,,M,250.0,2013
Best Squat,7637,USA,GA,Lithia Springs,Dirty South Powerlifting,Crayton Taylor,67.0,M,250.0,2013
Best Squat,5269,USA,GA,Gray,Flex Classic,Nathan Barton,,M,290.3,2016
Best Squat,5447,USA,GA,,Georgia State Championship,Corley Mosley,,M,340.19,2010
Best Squat,6683,USA,GA,,Powerlifting For Pups,Sarah Huckleby,,F,45.0,2015
Best Squat,6700,USA,GA,,5 Bar Showdown,Keith McHoney,31.5,M,247.5,2017
Best Squat,6700,USA,GA,,5 Bar Showdown,Nathan Walton,40.5,M,247.5,2017
Best Squat,6491,USA,GA,Atlanta,2015 Military Nationals,Michael Lloyd,48.0,M,192.5,2015
Best Deadlift,6704,USA,GA,,Atlanta Winter Smash,Katherine Cargill,12.5,F,85.0,2018
Best Deadlift,5468,USA,GA,,Georgia State Championship,Chandler Wiggins,,M,104.33,2011
Best Squat,6491,USA,GA,Atlanta,2015 Military Nationals,Corbin Boggs,20.0,M,205.0,2015
Best Squat,1286,USA,GA,Athens,GPA World Championships 2015,Lee Lichtle,,M,145.0,2015
Best Squat,6,USA,GA,Martinez,New Year Challenge,Wesley Wright,37.0,M,251.74,2017
Best Bench,1286,USA,GA,Athens,GPA World Championships 2015,Rod Thomas,,M,215.0,2015
Best Bench,6696,USA,GA,,Georgia State Championships,Jeffrey Bigham,40.5,M,175.0,2017
Best Bench,6696,USA,GA,,Georgia State Championships,William Thacker,44.5,M,232.5,2017
Best Bench,6491,USA,GA,Atlanta,2015 Military Nationals,Loraine Baraki,25.0,F,95.0,2015
Best Bench,5579,USA,GA,,15th Annual Body by George Mini Meet,James Hall,,M,156.49,2013
Best Bench,5527,USA,GA,,Georgia State Powerlifting and Bench Press Championship,Don Wright,,M,317.51,2012
Best Bench,5579,USA,GA,,15th Annual Body by George Mini Meet,Tim Moon,,M,319.78,2013
Best Squat,8149,USA,GA,Atlanta,Dirty South Powerlifting Championships,Jaden LaPointe,15.0,M,210.0,2016
Best Squat,7737,USA,GA,Lithia Springs,Georgia State Powerlifting Championship,Dwon Johnson,38.0,M,357.5,2014
Best Bench,6,USA,GA,Martinez,New Year Challenge,Wayne VanNostrand,47.0,M,283.5,2017
Best Bench,5269,USA,GA,Gray,Flex Classic,Nathan Barton,,M,151.95,2016
Best Bench,5394,USA,GA,Trion,Georgia State Push/Pull Championship,Jason Mallett,,M,199.58,2009
Best Bench,6689,USA,GA,,Summer Showdown,John Jones,,M,210.0,2016
Best Squat,7021,USA,GA,Atlanta,Raw Nationals 2016,Andy Askow,,M,375.0,2016
Best Squat,5468,USA,GA,,Georgia State Championship,Chandler Wiggins,,M,92.99,2011
Best Squat,6491,USA,GA,Atlanta,2015 Military Nationals,Michael Cantrell,62.0,M,187.5,2015
Best Squat,6491,USA,GA,Atlanta,2015 Military Nationals,Donald Bigham,42.0,M,265.0,2015
Best Squat,1286,USA,GA,Athens,GPA World Championships 2015,Chris Dimeo,,M,282.5,2015
Best Squat,55,USA,GA,Gainesville,15th Annual Nationals,Robert Morrison #1,,M,360.0,2017
Best Squat,1286,USA,GA,Athens,GPA World Championships 2015,Gary Hatfield,,M,230.0,2015
Best Squat,6688,USA,GA,,Lift for Life,Riley Frye,,M,232.5,2016
Best Bench,5423,USA,GA,,Body by George Mini Meet,Ronnie Edwards,,M,231.33,2009
Best Squat,6,USA,GA,Martinez,New Year Challenge,Tom Bowman,61.0,M,374.21,2017
Best Squat,56,USA,GA,Gainesville,Georgia State Championships,Keith King,,M,207.5,2017
Best Squat,6491,USA,GA,Atlanta,2015 Military Nationals,Christine Pinkney,45.0,F,90.0,2015
Best Squat,1286,USA,GA,Athens,GPA World Championships 2015,Davey Lloyd,,M,185.0,2015
Best Squat,7011,USA,GA,,2015 Collegiate Nationals,Stephen King,,M,387.5,2015
Best Squat,7021,USA,GA,Atlanta,Raw Nationals 2016,Curtis Wainwright,,M,220.0,2016
Best Squat,6704,USA,GA,,Atlanta Winter Smash,Jordan Mershimer,17.5,M,175.0,2018
Best Squat,7637,USA,GA,Lithia Springs,Dirty South Powerlifting,Dwon Johnson,36.0,M,345.0,2013
Best Squat,7021,USA,GA,Atlanta,Raw Nationals 2016,Sydney Rivera,,F,77.5,2016
Best Squat,7577,USA,GA,Marietta,Dirty South Championships,Caleb Burpee,18.0,M,185.0,2011
Best Squat,7021,USA,GA,Atlanta,Raw Nationals 2016,Jaisyn Mike,,M,317.5,2016
Best Squat,7021,USA,GA,Atlanta,Raw Nationals 2016,Nicholas Sokoya,,M,237.5,2016
Best Squat,6685,USA,GA,,Georgia & Southern States,Alex Yelverton,,M,230.0,2015
Best Squat,7021,USA,GA,Atlanta,Raw Nationals 2016,Ashton Rouska,,M,290.0,2016
Best Squat,1286,USA,GA,Athens,GPA World Championships 2015,Bill Deyette,,M,282.5,2015
Best Deadlift,5508,USA,GA,,Body by George Mini Meet,Gary Hatfield,,M,249.48,2011
Best Deadlift,5354,USA,GA,LaFayette,Georgia State Push/Pull Championship,Johnny Watkins,,M,204.12,2007
Best Deadlift,1286,USA,GA,Athens,GPA World Championships 2015,Christin Baxter,,F,142.5,2015
Best Squat,1286,USA,GA,Athens,GPA World Championships 2015,Kevin Eubanks,,M,255.0,2015
Best Squat,7021,USA,GA,Atlanta,Raw Nationals 2016,Alex Yelverton,,M,272.5,2016
Best Squat,55,USA,GA,Gainesville,15th Annual Nationals,Zachary Patton,,M,240.0,2017
Best Squat,55,USA,GA,Gainesville,15th Annual Nationals,Randy Jordan,,M,192.5,2017
Best Squat,6695,USA,GA,,Georgia High School State Championships,T.J. Adams,17.5,M,272.5,2017
Best Squat,6682,USA,GA,,Summer Showdown,William Currence,,M,260.0,2015
Best Squat,7021,USA,GA,Atlanta,Raw Nationals 2016,Anthony Harris,,M,355.0,2016
Best Bench,5350,USA,GA,Loganville,Monster Mania Push/Pull,Steve Phillips,,M,142.88,2017
Best Bench,6699,USA,GA,,Dirty South Bench Press and Deadlift Challenge,William Thacker,44.5,M,240.0,2017
Best Bench,6491,USA,GA,Atlanta,2015 Military Nationals,Corbin Boggs,20.0,M,127.5,2015
Best Bench,5460,USA,GA,,Body by George Mini Meet,Ken Milrainey,,M,319.78,2010
Best Bench,1286,USA,GA,Athens,GPA World Championships 2015,R. Garry Glenn,,M,148.0,2015
Best Bench,5354,USA,GA,LaFayette,Georgia State Push/Pull Championship,Trey Gillespie,,M,45.36,2007
Best Bench,5354,USA,GA,LaFayette,Georgia State Push/Pull Championship,Peter Saddington,,M,165.56,2007
Best Deadlift,4886,USA,IA,Council Bluffs,Midwest Open,Rickey Nelsen,34.0,M,175.0,2017
Best Deadlift,6430,USA,IA,Dubuque,2016 UPA Raw Powerlifting Championship,Kiersten Scurlock,23.0,F,182.5,2016
Best Deadlift,6472,USA,IA,Dubuque,Raw Powerlifting Championship,Larry Soderberg,66.0,M,217.5,2017
Best Deadlift,6472,USA,IA,Dubuque,Raw Powerlifting Championship,Sophia Woychik,19.0,F,197.5,2017
Best Deadlift,6483,USA,IA,Dubuque,Power Weekend,Ryan Eichenberger,38.0,M,287.5,2017
Best Deadlift,6476,USA,IA,Dubuque,Iron Battle on the Mississippi,Kevin McHugh,27.0,M,312.5,2017
Best Deadlift,6446,USA,IA,Dubuque,UPA Iron Battle on the Mississippi,Brett Beckwith,17.0,M,205.0,2016
Best Deadlift,6446,USA,IA,Dubuque,UPA Iron Battle on the Mississippi,Kenten Weyeneth,16.0,M,172.5,2016
Best Deadlift,6472,USA,IA,Dubuque,Raw Powerlifting Championship,Travis Voss,40.0,M,202.5,2017
Best Deadlift,6453,USA,IA,Dubuque,UPA Power Weekend,Richard Hanson,27.0,M,250.0,2016
Best Deadlift,6430,USA,IA,Dubuque,2016 UPA Raw Powerlifting Championship,Brittany Demmer,23.0,F,185.0,2016
Best Deadlift,6453,USA,IA,Dubuque,UPA Power Weekend,Beth McBride,43.0,F,167.5,2016
Best Deadlift,95,USA,IA,,Armed Forces Show and Iowa and Nebraska State Championships,Dustin Slepicka,30.0,M,365.0,2017
Best Deadlift,6407,USA,IA,Dubuque,Iron Battle on the Mississippi,Dustin Gray,30.0,M,305.0,2015
Best Deadlift,6472,USA,IA,Dubuque,Raw Powerlifting Championship,Jack Magnussen,17.0,M,197.5,2017
Best Deadlift,6408,USA,IA,,Raw Midwest Powerlifting Championship,Todd Curtis,51.0,M,235.0,2015
Best Deadlift,6472,USA,IA,Dubuque,Raw Powerlifting Championship,Darian Gingold,20.0,M,257.5,2017
Best Deadlift,6407,USA,IA,Dubuque,Iron Battle on the Mississippi,George Funk,17.0,M,215.0,2015
Best Deadlift,6407,USA,IA,Dubuque,Iron Battle on the Mississippi,Kimberley Raber,46.0,F,160.0,2015
Best Deadlift,1590,USA,IA,,Iowa Regional,Joey Gazzo,,M,282.5,2016
Best Deadlift,1576,USA,IA,,2016 Iowa state,Alex Lovan,,M,110.0,2016
Best Deadlift,6483,USA,IA,Dubuque,Power Weekend,Jennifer Gaeding,23.0,F,195.0,2017
Best Deadlift,6483,USA,IA,Dubuque,Power Weekend,Belinda Clary,42.0,F,182.5,2017
Best Deadlift,6438,USA,IA,Dubuque,UPA Powerlifting Nationals,Eric Lilliebridge,26.0,M,410.0,2016
Best Deadlift,95,USA,IA,,Armed Forces Show and Iowa and Nebraska State Championships,Jeff Miller,35.0,M,352.5,2017
Best Deadlift,6483,USA,IA,Dubuque,Power Weekend,Scott Edmiston,54.0,M,272.5,2017
Best Deadlift,6472,USA,IA,Dubuque,Raw Powerlifting Championship,Drew Wiencek,18.0,M,215.0,2017
Best Deadlift,6407,USA,IA,Dubuque,Iron Battle on the Mississippi,Tim Grissel,42.0,M,252.5,2015
Best Deadlift,6472,USA,IA,Dubuque,Raw Powerlifting Championship,Katie Morio,38.0,F,122.5,2017
Best Deadlift,6483,USA,IA,Dubuque,Power Weekend,Crystal Tate,30.0,F,277.5,2017
Best Deadlift,6407,USA,IA,Dubuque,Iron Battle on the Mississippi,Anthony Carlquist,36.0,M,330.0,2015
Best Deadlift,6446,USA,IA,Dubuque,UPA Iron Battle on the Mississippi,Reese Perrine,15.0,M,227.5,2016
Best Deadlift,6453,USA,IA,Dubuque,UPA Power Weekend,Alyssa Way,25.0,F,185.0,2016
Best Deadlift,6408,USA,IA,,Raw Midwest Powerlifting Championship,Brittany Demmer,22.0,F,197.5,2015
Best Deadlift,6407,USA,IA,Dubuque,Iron Battle on the Mississippi,Baylor Crigger,14.0,M,182.5,2015
Best Deadlift,6430,USA,IA,Dubuque,2016 UPA Raw Powerlifting Championship,Brad Phillips,51.0,M,212.5,2016
Best Bench,1576,USA,IA,,2016 Iowa state,Josh Simm,,M,65.0,2016
Best Bench,6407,USA,IA,Dubuque,Iron Battle on the Mississippi,Kelly Berard,46.0,F,75.0,2015
Best Bench,6476,USA,IA,Dubuque,Iron Battle on the Mississippi,Brittany Demmer,25.0,F,70.0,2017
Best Bench,6466,USA,IA,Dubuque,Powerlifting and Bench Press National Championship,Brian Yelton,49.0,M,177.5,2017
Best Bench,6472,USA,IA,Dubuque,Raw Powerlifting Championship,Josh Clark,21.0,M,185.0,2017
